Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Critical Risk,Montlake/Portage Bay,1617 Interlaken Dr E,Seattle,WA,98112,1911,4,Permitted Retrofit,Schools,101+,Photos from Previous Surveys,POINT (-122.308038036 47.634453018)
Medium Risk,Montlake/Portage Bay,2409 10th Ave E,Seattle,WA,98102,1921,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.320329008 47.641729013)
Critical Risk,Montlake/Portage Bay,2515 Boylston Ave E,Seattle,WA,98102,1917,3,Permitted Retrofit,Schools,101+,Field Visit,POINT (-122.323957031 47.642588996)
Medium Risk,Montlake/Portage Bay,2305 24th Ave E,Seattle,WA,98112,1922,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.302352005 47.639693007)
Medium Risk,Montlake/Portage Bay,2351 10th Ave E,Seattle,WA,98102,1930,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.320340994 47.641150997)
Critical Risk,Mt. Baker/North Rainier,3013 S Mt Baker Blvd,Seattle,WA,98144,1912,4,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.292914988 47.576057011)
Medium Risk,Mt. Baker/North Rainier,2300 S Massachusetts St,Seattle,WA,98144,1900,3,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.301859987 47.589154992)
Critical Risk,Mt. Baker/North Rainier,3201 Hunter Blvd S,Seattle,WA,98144,1924,2,No visible retrofit,Schools,101+,Google Street View,POINT (-122.285503038 47.57500701)
Medium Risk,Mt. Baker/North Rainier,1400 31st Ave S,Seattle,WA,98144,1931,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.292090963 47.590194013)
High Risk,Mt. Baker/North Rainier,1501 32nd Ave S,Seattle,WA,98144,1947,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.291836991 47.589191998)
Medium Risk,North Beacon Hill/Jefferson Park,2541 15th Ave S,Seattle,WA,98144,1929,2,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.313756003 47.57964698)
Medium Risk,North Beacon Hill/Jefferson Park,1501 S Dearborn St,Seattle,WA,98144,1920,1,Permitted Retrofit,Commercial,1-10,Photos from Previous Surveys,POINT (-122.312456976 47.595653985)
Medium Risk,North Beacon Hill/Jefferson Park,1811 Rainier Ave S,Seattle,WA,98144,1928,1,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.305027005 47.586664016)
High Risk,North Beacon Hill/Jefferson Park,2801 15th Ave S,Seattle,WA,98144,1931,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.31377503 47.578429006)
Medium Risk,North Beacon Hill/Jefferson Park,1407 S Dearborn St,Seattle,WA,98144,1921,1,No visible retrofit,Office,1-10,Photos from Previous Surveys,POINT (-122.31352701 47.595547995)
Medium Risk,North Beacon Hill/Jefferson Park,800 Rainier Ave S,Seattle,WA,98144,1925,1,No visible retrofit,Commercial,1-10,Sandborn Insurance Maps,POINT (-122.311024006 47.595682986)
Medium Risk,North Beacon Hill/Jefferson Park,2507 Beacon Ave S,Seattle,WA,98144,1928,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.313787016 47.580581981)
Medium Risk,North Capitol Hill,1112 Broadway E,Seattle,WA,98102,1922,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.320972989 47.629108004)
Medium Risk,North Capitol Hill,1508 10th Ave E,Seattle,WA,98102,1923,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.319773036 47.632593996)
Medium Risk,North Capitol Hill,921 11th Ave E,Seattle,WA,98102,1922,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.318361021 47.627455009)
Medium Risk,North Capitol Hill,1132 10th Ave E,Seattle,WA,98102,1917,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.319915026 47.629658989)
Critical Risk,North Capitol Hill,710 E Roy St,Seattle,WA,98102,1921,3,Permitted Retrofit,Schools,101+,Sandborn Insurance Maps,POINT (-122.323065029 47.625311002)
Critical Risk,North Capitol Hill,1058 E Mercer St,Seattle,WA,98102,1919,3,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.318315004 47.624688981)
Medium Risk,North Capitol Hill,933 11th Ave E,Seattle,WA,98102,1924,4,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.31835398 47.627727002)
Medium Risk,North Capitol Hill,614 Broadway E,Seattle,WA,98102,1927,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.320622961 47.624757)
High Risk,North Capitol Hill,618 Broadway E,Seattle,WA,98102,1921,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.32061701 47.624935996)
High Risk,North Capitol Hill,1400 E Prospect St,Seattle,WA,98112,1906,4,Substantial Alteration,Government,1-10,Field Visit,POINT (-122.31426797 47.630277992)
Medium Risk,North Delridge,1128 SW Spokane St,Seattle,WA,98134,1926,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.35136401 47.572032985)
High Risk,North Delridge,5200 35th Ave SW,Seattle,WA,98126,1925,2,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.375128969 47.555613004)
High Risk,North Delridge,4408 Delridge Way SW,Seattle,WA,98106,1917,4,Substantial Alteration,Residential,11-100,Google Street View,POINT (-122.362956015 47.563686998)
Medium Risk,North Delridge,3214 SW Spokane St,Seattle,WA,98126,1926,1,No visible retrofit,Government,1-10,Google Street View,POINT (-122.373950976 47.572079002)
Medium Risk,Northgate/Maple Leaf,8511 15th Ave NE,Seattle,WA,98115,1928,2,No visible retrofit,Vacant,,Permit Drawing Review,POINT (-122.312914963 47.690684985)
Medium Risk,Northgate/Maple Leaf,9412 Roosevelt Way NE,Seattle,WA,98115,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.317330969 47.697262013)
Medium Risk,Northgate/Maple Leaf,1200 NE 82nd St,Seattle,WA,98115,1910,1,Permitted Retrofit,Government,1-10,Permit Drawing Review,POINT (-122.31494397 47.688923989)
Medium Risk,Northgate/Maple Leaf,1020 NE 82nd St,Seattle,WA,98115,0,1,No visible retrofit,Government,1-10,,POINT (-122.316741972 47.689368021)
Medium Risk,Olympic Hills/Victory Heights,2611 NE 125th St,Seattle,WA,98125,1931,2,No visible retrofit,Office,101+,Google Street View,POINT (-122.299610033 47.718907985)
High Risk,Pioneer Square/Chinatown International District,308 Occidental Ave S,Seattle,WA,98104,1908,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.33248897 47.599623989)
High Risk,Pioneer Square/Chinatown International District,316 Occidental Ave S,Seattle,WA,98104,1900,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.33248897 47.599623989)
High Risk,Pioneer Square/Chinatown International District,216 1st Ave S,Seattle,WA,98104,1900,4,Visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.333793027 47.600343995)
Medium Risk,Pioneer Square/Chinatown International District,664 S King St,Seattle,WA,98104,1911,5,Substantial Alteration,Commercial/Residential,101+,Google Street View,POINT (-122.324135984 47.598606007)
High Risk,Pioneer Square/Chinatown International District,111 1st Ave S,Seattle,WA,98104,1900,6,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.334587966 47.601278996)
Medium Risk,Pioneer Square/Chinatown International District,102 Occidental Ave S,Seattle,WA,98104,1900,6,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.332481007 47.601468008)
High Risk,Pioneer Square/Chinatown International District,310 1st Ave S,Seattle,WA,98104,1900,4,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.333798978 47.599788987)
High Risk,Pioneer Square/Chinatown International District,114 Alaskan Way S,Seattle,WA,98104,1902,6,Visible retrofit,Other Mixed Uses,101+,Field Visit,POINT (-122.335204958 47.601211019)
Medium Risk,Pioneer Square/Chinatown International District,705 S King St,Seattle,WA,98104,1910,4,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.323384966 47.598093998)
Medium Risk,Pioneer Square/Chinatown International District,665 S King St,Seattle,WA,98104,1909,3,Substantial Alteration,Commercial/Residential,101+,Field Visit,POINT (-122.32413699 47.59809601)
High Risk,Pioneer Square/Chinatown International District,316 1st Ave S,Seattle,WA,98104,1905,7,Visible retrofit,Other Mixed Uses,101+,Field Visit,POINT (-122.333800989 47.599459997)
Medium Risk,Pioneer Square/Chinatown International District,657 S Weller St,Seattle,WA,98104,1909,3,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.324693968 47.597256982)
Medium Risk,Pioneer Square/Chinatown International District,621 S King St,Seattle,WA,98104,1910,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.325442975 47.598179997)
Medium Risk,Pioneer Square/Chinatown International District,650 S King St,Seattle,WA,98104,1920,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.324955005 47.598417294)
High Risk,Pioneer Square/Chinatown International District,77 Yesler Way,Seattle,WA,98104,1914,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.335224991 47.601532004)
Medium Risk,Pioneer Square/Chinatown International District,68 S Washington St,Seattle,WA,98104,1900,3,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.335186015 47.601062994)
High Risk,Pioneer Square/Chinatown International District,105 1st Ave S,Seattle,WA,98104,1900,4,No visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.334606993 47.60150799)
High Risk,Pioneer Square/Chinatown International District,307 3rd Ave S,Seattle,WA,98104,1906,5,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.330669007 47.599701019)
Medium Risk,Pioneer Square/Chinatown International District,507 Maynard Ave S,Seattle,WA,98104,1927,5,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.32544398 47.598014999)
Medium Risk,Pioneer Square/Chinatown International District,605 S Main St,Seattle,WA,98104,1910,5,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.325985032 47.599859018)
High Risk,Pioneer Square/Chinatown International District,80 S Jackson St,Seattle,WA,98104,1900,5,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.334589978 47.599421985)
Medium Risk,Pioneer Square/Chinatown International District,301 Occidental Ave S,Seattle,WA,98104,1902,4,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.333182992 47.599787981)
High Risk,Pioneer Square/Chinatown International District,217 2nd Ave S,Seattle,WA,98104,1900,4,Visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.331968035 47.600377983)
High Risk,Pioneer Square/Chinatown International District,119 1st Ave S,Seattle,WA,98104,1900,6,Visible retrofit,Office,101+,Field Visit,POINT (-122.33459199 47.601059013)
High Risk,Pioneer Square/Chinatown International District,313 2nd Av Et S,Seattle,WA,98104,1905,4,Substantial Alteration,Office,101+,Permit Drawing Review,POINT (-122.331236965 47.60048502)
High Risk,Pioneer Square/Chinatown International District,104 1st Ave S,Seattle,WA,98104,1902,4,Visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.333794032 47.601370987)
Medium Risk,Pioneer Square/Chinatown International District,515 Maynard Ave S,Seattle,WA,98104,1910,4,No visible retrofit,Commercial/Residential,101+,,POINT (-122.325442975 47.597851007)
Medium Risk,Pioneer Square/Chinatown International District,657 S King St,Seattle,WA,98104,1909,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.324681982 47.598178991)
Medium Risk,Pioneer Square/Chinatown International District,306 6th Ave S,Seattle,WA,98104,1914,7,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.325987966 47.599694984)
Medium Risk,Pioneer Square/Chinatown International District,506 Maynard Ave S,Seattle,WA,98104,1909,4,Visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.324683993 47.598013993)
High Risk,Pioneer Square/Chinatown International District,220 3rd Ave S,Seattle,WA,98104,1905,2,Substantial Alteration,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.329900974 47.600255021)
High Risk,Pioneer Square/Chinatown International District,219 1st Ave S,Seattle,WA,98104,1900,4,Visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.334588972 47.600221996)
Medium Risk,Pioneer Square/Chinatown International District,117 S Main St,Seattle,WA,98104,1902,4,Visible retrofit,Office,101+,Field Visit,POINT (-122.333399999 47.599788987)
Medium Risk,Pioneer Square/Chinatown International District,633 Yesler Way,Seattle,WA,98104,1909,4,No visible retrofit,Office,101+,Photos from Previous Surveys,POINT (-122.325436018 47.60105499)
High Risk,Pioneer Square/Chinatown International District,222 2nd Av Et S,Seattle,WA,98104,1906,4,Permitted Retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.329865015 47.599867986)
Medium Risk,Pioneer Square/Chinatown International District,418 7th Ave S,Seattle,WA,98104,1916,4,Permitted Retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.323383038 47.59852399)
High Risk,Pioneer Square/Chinatown International District,220 2nd Ave S,Seattle,WA,98104,1900,5,Substantial Alteration,Commercial/Office,11-100,Field Visit,POINT (-122.33118198 47.600253009)
Medium Risk,Pioneer Square/Chinatown International District,416 7th Ave S,Seattle,WA,98104,1920,4,No visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.323383038 47.598686012)
Medium Risk,Pioneer Square/Chinatown International District,311 Occidental Ave S,Seattle,WA,98104,1900,3,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.333283994 47.599542014)
Medium Risk,Pioneer Square/Chinatown International District,614 Maynard Ave S,Seattle,WA,98104,1913,3,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.324686005 47.597011015)
Medium Risk,Pioneer Square/Chinatown International District,614 S Jackson St,Seattle,WA,98104,1910,3,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.325439035 47.599384979)
Medium Risk,Pioneer Square/Chinatown International District,312 2nd Ave S,Seattle,WA,98104,1900,3,Substantial Alteration,Other Mixed Uses,101+,Field Visit,POINT (-122.331176029 47.599537991)
High Risk,Pioneer Square/Chinatown International District,202 1st Ave S,Seattle,WA,98104,1909,3,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.333791015 47.60070999)
High Risk,Pioneer Square/Chinatown International District,319 2nd Ave S,Seattle,WA,98104,1889,3,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.33198899 47.59937798)
Medium Risk,Pioneer Square/Chinatown International District,315 2nd Ave S,Seattle,WA,98104,1900,3,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.331987984 47.599538997)
High Risk,Pioneer Square/Chinatown International District,410 2nd Av Et S,Seattle,WA,98104,1900,3,Substantial Alteration,Public Assembly,101+,Photos from Previous Surveys,POINT (-122.331965431 47.601799327)
Medium Risk,Pioneer Square/Chinatown International District,519 7th Ave S,Seattle,WA,98104,1907,3,Visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.324139002 47.597848995)
Medium Risk,Pioneer Square/Chinatown International District,201 1st Ave S,Seattle,WA,98104,1900,3,Permitted Retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.334586038 47.600710996)
Medium Risk,Pioneer Square/Chinatown International District,204 3rd Ave S,Seattle,WA,98104,1905,4,Visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.329898962 47.600703997)
Medium Risk,Pioneer Square/Chinatown International District,400 Maynard Ave S,Seattle,WA,98104,1916,3,Visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.324687011 47.598977996)
High Risk,Pioneer Square/Chinatown International District,108 S Washington St,Seattle,WA,98104,1900,4,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.333795038 47.601031981)
Medium Risk,Pioneer Square/Chinatown International District,501 S Jackson St,Seattle,WA,98104,1900,3,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.327297974 47.599001004)
High Risk,Pioneer Square/Chinatown International District,77 S Washington St,Seattle,WA,98104,1903,5,Visible retrofit,Other Mixed Uses,101+,Field Visit,POINT (-122.335282994 47.600712002)
High Risk,Pioneer Square/Chinatown International District,164 S Washington St,Seattle,WA,98104,1900,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.33198396 47.601096019)
High Risk,Pioneer Square/Chinatown International District,206 1st Ave S,Seattle,WA,98104,1903,5,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.333792021 47.600586986)
Medium Risk,Pioneer Square/Chinatown International District,311 6th Ave S,Seattle,WA,98104,1926,2,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.326733033 47.599449017)
Medium Risk,Pioneer Square/Chinatown International District,423 2nd Av Et S,Seattle,WA,98104,1900,3,Substantial Alteration,Office,11-100,Field Visit,POINT (-122.332069037 47.601429996)
High Risk,Pioneer Square/Chinatown International District,75 S Main St,Seattle,WA,98104,1900,4,Permitted Retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.335156008 47.599901011)
Medium Risk,Pioneer Square/Chinatown International District,315 Maynard Ave S,Seattle,WA,98104,1910,4,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.325438029 47.599523993)
Medium Risk,Pioneer Square/Chinatown International District,206 3rd Ave S,Seattle,WA,98104,1904,4,Visible retrofit,Office,11-100,Field Visit,POINT (-122.329898962 47.600580993)
Medium Risk,Pioneer Square/Chinatown International District,112 1st Ave S,Seattle,WA,98104,1906,3,Permitted Retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.333794032 47.601247019)
Medium Risk,Pioneer Square/Chinatown International District,301 1st Ave S,Seattle,WA,98104,1900,3,Permitted Retrofit,Other Mixed Uses,101+,Field Visit,POINT (-122.334583021 47.599710993)
Medium Risk,Pioneer Square/Chinatown International District,600 S Jackson St,Seattle,WA,98104,1932,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.326018979 47.599448011)
Medium Risk,Pioneer Square/Chinatown International District,418 8th Ave S,Seattle,WA,98104,1910,5,Visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.322206973 47.598522984)
